datum,okres_kod,okres,pohlavi_kod,pohlavi,typ_dnp,pocet_dnp
2015-09-01,OK.3504,Jablonec nad Nisou,F,Žena,Nemocenské,465
2015-09-01,OK.3504,Jablonec nad Nisou,M,Muž,Ošetřovné,38
2015-09-01,OK.3504,Jablonec nad Nisou,F,Žena,Ošetřovné,112
2015-09-01,OK.3504,Jablonec nad Nisou,M,Muž,Peněžitá pomoc v mateřství,2
2015-09-01,OK.3504,Jablonec nad Nisou,F,Žena,Peněžitá pomoc v mateřství,226
2015-09-01,OK.3504,Jablonec nad Nisou,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3504,Jablonec nad Nisou,M,Muž,Nemocenské,345
2015-09-01,OK.3505,Liberec,M,Muž,Nemocenské,1064
2015-09-01,OK.3505,Liberec,F,Žena,Nemocenské,1339
2015-09-01,OK.3505,Liberec,M,Muž,Ošetřovné,100
2015-09-01,OK.3505,Liberec,F,Žena,Ošetřovné,252
2015-09-01,OK.3505,Liberec,M,Muž,Peněžitá pomoc v mateřství,5
2015-09-01,OK.3505,Liberec,F,Žena,Peněžitá pomoc v mateřství,699
2015-09-01,OK.3505,Liberec,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,6
2015-09-01,OK.3506,Litoměřice,M,Muž,Nemocenské,468
2015-09-01,OK.3506,Litoměřice,F,Žena,Nemocenské,685
2015-09-01,OK.3506,Litoměřice,M,Muž,Ošetřovné,11
2015-09-01,OK.3506,Litoměřice,F,Žena,Ošetřovné,102
2015-09-01,OK.3506,Litoměřice,M,Muž,Peněžitá pomoc v mateřství,2
2015-09-01,OK.3506,Litoměřice,F,Žena,Peněžitá pomoc v mateřství,320
2015-09-01,OK.3506,Litoměřice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3507,Louny,M,Muž,Nemocenské,416
2015-09-01,OK.3507,Louny,F,Žena,Nemocenské,506
2015-09-01,OK.3507,Louny,M,Muž,Ošetřovné,24
2015-09-01,OK.3507,Louny,F,Žena,Ošetřovné,59
2015-09-01,OK.3507,Louny,M,Muž,Peněžitá pomoc v mateřství,0
2015-09-01,OK.3507,Louny,F,Žena,Peněžitá pomoc v mateřství,180
2015-09-01,OK.3507,Louny,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3508,Most,M,Muž,Nemocenské,521
2015-09-01,OK.3508,Most,F,Žena,Nemocenské,504
2015-09-01,OK.3508,Most,M,Muž,Ošetřovné,27
2015-09-01,OK.3508,Most,F,Žena,Ošetřovné,77
2015-09-01,OK.3508,Most,M,Muž,Peněžitá pomoc v mateřství,4
2015-09-01,OK.3508,Most,F,Žena,Peněžitá pomoc v mateřství,204
2015-09-01,OK.3508,Most,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3509,Teplice,M,Muž,Nemocenské,899
2015-09-01,OK.3509,Teplice,F,Žena,Nemocenské,850
2015-09-01,OK.3509,Teplice,M,Muž,Ošetřovné,41
2015-09-01,OK.3509,Teplice,F,Žena,Ošetřovné,109
2015-09-01,OK.3509,Teplice,M,Muž,Peněžitá pomoc v mateřství,2
2015-09-01,OK.3509,Teplice,F,Žena,Peněžitá pomoc v mateřství,283
2015-09-01,OK.3509,Teplice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,3
2015-09-01,OK.3510,Ústí nad Labem,M,Muž,Nemocenské,841
2015-09-01,OK.3510,Ústí nad Labem,F,Žena,Nemocenské,2099
2015-09-01,OK.3510,Ústí nad Labem,M,Muž,Ošetřovné,50
2015-09-01,OK.3510,Ústí nad Labem,F,Žena,Ošetřovné,367
2015-09-01,OK.3510,Ústí nad Labem,M,Muž,Peněžitá pomoc v mateřství,2
2015-09-01,OK.3510,Ústí nad Labem,F,Žena,Peněžitá pomoc v mateřství,892
2015-09-01,OK.3510,Ústí nad Labem,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,6
2015-09-01,OK.3601,Havlíčkův Brod,M,Muž,Nemocenské,544
2015-09-01,OK.3601,Havlíčkův Brod,F,Žena,Nemocenské,643
2015-09-01,OK.3601,Havlíčkův Brod,M,Muž,Ošetřovné,50
2015-09-01,OK.3601,Havlíčkův Brod,F,Žena,Ošetřovné,61
2015-09-01,OK.3601,Havlíčkův Brod,M,Muž,Peněžitá pomoc v mateřství,1
2015-09-01,OK.3601,Havlíčkův Brod,F,Žena,Peněžitá pomoc v mateřství,286
2015-09-01,OK.3601,Havlíčkův Brod,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3602,Hradec Králové,M,Muž,Nemocenské,917
2015-09-01,OK.3602,Hradec Králové,F,Žena,Nemocenské,1017
2015-09-01,OK.3602,Hradec Králové,M,Muž,Ošetřovné,63
2015-09-01,OK.3602,Hradec Králové,F,Žena,Ošetřovné,231
2015-09-01,OK.3602,Hradec Králové,M,Muž,Peněžitá pomoc v mateřství,5
2015-09-01,OK.3602,Hradec Králové,F,Žena,Peněžitá pomoc v mateřství,683
2015-09-01,OK.3602,Hradec Králové,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2015-09-01,OK.3603,Chrudim,M,Muž,Nemocenské,610
2015-09-01,OK.3603,Chrudim,F,Žena,Nemocenské,671
2015-09-01,OK.3603,Chrudim,M,Muž,Ošetřovné,42
2015-09-01,OK.3603,Chrudim,F,Žena,Ošetřovné,85
2015-09-01,OK.3603,Chrudim,M,Muž,Peněžitá pomoc v mateřství,1
2015-09-01,OK.3603,Chrudim,F,Žena,Peněžitá pomoc v mateřství,265
2015-09-01,OK.3603,Chrudim,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2015-09-01,OK.3604,Jičín,M,Muž,Nemocenské,393
2015-09-01,OK.3604,Jičín,F,Žena,Nemocenské,512
2015-09-01,OK.3604,Jičín,M,Muž,Ošetřovné,51
2015-09-01,OK.3604,Jičín,F,Žena,Ošetřovné,71
2015-09-01,OK.3604,Jičín,M,Muž,Peněžitá pomoc v mateřství,1
2015-09-01,OK.3604,Jičín,F,Žena,Peněžitá pomoc v mateřství,307
2015-09-01,OK.3604,Jičín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2015-09-01,OK.3605,Náchod,M,Muž,Nemocenské,710
2015-09-01,OK.3605,Náchod,F,Žena,Nemocenské,773
2015-09-01,OK.3605,Náchod,M,Muž,Ošetřovné,64
2015-09-01,OK.3605,Náchod,F,Žena,Ošetřovné,171
2015-09-01,OK.3605,Náchod,M,Muž,Peněžitá pomoc v mateřství,3
2015-09-01,OK.3605,Náchod,F,Žena,Peněžitá pomoc v mateřství,341
2015-09-01,OK.3605,Náchod,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2015-09-01,OK.3606,Pardubice,M,Muž,Nemocenské,882
2015-09-01,OK.3606,Pardubice,F,Žena,Nemocenské,1305
2015-09-01,OK.3606,Pardubice,M,Muž,Ošetřovné,96
2015-09-01,OK.3606,Pardubice,F,Žena,Ošetřovné,202
2015-09-01,OK.3606,Pardubice,M,Muž,Peněžitá pomoc v mateřství,9
2015-09-01,OK.3606,Pardubice,F,Žena,Peněžitá pomoc v mateřství,945
2015-09-01,OK.3606,Pardubice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3607,Rychnov nad Kněžnou,M,Muž,Nemocenské,384
2015-09-01,OK.3607,Rychnov nad Kněžnou,F,Žena,Nemocenské,368
2015-09-01,OK.3607,Rychnov nad Kněžnou,M,Muž,Ošetřovné,78
2015-09-01,OK.3607,Rychnov nad Kněžnou,F,Žena,Ošetřovné,59
2015-09-01,OK.3607,Rychnov nad Kněžnou,M,Muž,Peněžitá pomoc v mateřství,0
2015-09-01,OK.3607,Rychnov nad Kněžnou,F,Žena,Peněžitá pomoc v mateřství,199
2015-09-01,OK.3607,Rychnov nad Kněžnou,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3608,Semily,M,Muž,Nemocenské,447
2015-09-01,OK.3608,Semily,F,Žena,Nemocenské,433
2015-09-01,OK.3608,Semily,M,Muž,Ošetřovné,22
2015-09-01,OK.3608,Semily,F,Žena,Ošetřovné,53
2015-09-01,OK.3608,Semily,M,Muž,Peněžitá pomoc v mateřství,1
2015-09-01,OK.3608,Semily,F,Žena,Peněžitá pomoc v mateřství,212
2015-09-01,OK.3608,Semily,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2015-09-01,OK.3609,Svitavy,M,Muž,Nemocenské,640
2015-09-01,OK.3609,Svitavy,F,Žena,Nemocenské,635
2015-09-01,OK.3609,Svitavy,M,Muž,Ošetřovné,33
2015-09-01,OK.3609,Svitavy,F,Žena,Ošetřovné,63
2015-09-01,OK.3609,Svitavy,M,Muž,Peněžitá pomoc v mateřství,1
2015-09-01,OK.3609,Svitavy,F,Žena,Peněžitá pomoc v mateřství,319
2015-09-01,OK.3609,Svitavy,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2015-09-01,OK.3610,Trutnov,M,Muž,Nemocenské,565
2015-09-01,OK.3610,Trutnov,F,Žena,Nemocenské,622
2015-09-01,OK.3610,Trutnov,M,Muž,Ošetřovné,43
2015-09-01,OK.3610,Trutnov,F,Žena,Ošetřovné,83
2015-09-01,OK.3610,Trutnov,M,Muž,Peněžitá pomoc v mateřství,3
2015-09-01,OK.3610,Trutnov,F,Žena,Peněžitá pomoc v mateřství,325
2015-09-01,OK.3610,Trutnov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,6
2015-09-01,OK.3611,Ústí nad Orlicí,F,Žena,Peněžitá pomoc v mateřství,508
2015-09-01,OK.3611,Ústí nad Orlicí,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2015-09-01,OK.3611,Ústí nad Orlicí,M,Muž,Nemocenské,953
2015-09-01,OK.3611,Ústí nad Orlicí,F,Žena,Nemocenské,1166
2015-09-01,OK.3611,Ústí nad Orlicí,M,Muž,Ošetřovné,61
2015-09-01,OK.3611,Ústí nad Orlicí,F,Žena,Ošetřovné,133
2015-09-01,OK.3611,Ústí nad Orlicí,M,Muž,Peněžitá pomoc v mateřství,3
2015-09-01,OK.3701,Blansko,M,Muž,Nemocenské,704
2015-09-01,OK.3701,Blansko,F,Žena,Nemocenské,583
2015-09-01,OK.3701,Blansko,M,Muž,Ošetřovné,48
2015-09-01,OK.3701,Blansko,F,Žena,Ošetřovné,69
2015-09-01,OK.3701,Blansko,M,Muž,Peněžitá pomoc v mateřství,5
2015-09-01,OK.3701,Blansko,F,Žena,Peněžitá pomoc v mateřství,246
2015-09-01,OK.3701,Blansko,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2015-09-01,OK.3702,Brno-město,M,Muž,Nemocenské,2953
2015-09-01,OK.3702,Brno-město,F,Žena,Nemocenské,3837
2015-09-01,OK.3702,Brno-město,M,Muž,Ošetřovné,235
2015-09-01,OK.3702,Brno-město,F,Žena,Ošetřovné,536
2015-09-01,OK.3702,Brno-město,M,Muž,Peněžitá pomoc v mateřství,26
2015-09-01,OK.3702,Brno-město,F,Žena,Peněžitá pomoc v mateřství,3497
2015-09-01,OK.3702,Brno-město,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,23
2015-09-01,OK.3703,Brno-venkov,M,Muž,Nemocenské,1191
2015-09-01,OK.3703,Brno-venkov,F,Žena,Nemocenské,1179
2015-09-01,OK.3703,Brno-venkov,M,Muž,Ošetřovné,74
2015-09-01,OK.3703,Brno-venkov,F,Žena,Ošetřovné,143
2015-09-01,OK.3703,Brno-venkov,M,Muž,Peněžitá pomoc v mateřství,3
2015-09-01,OK.3703,Brno-venkov,F,Žena,Peněžitá pomoc v mateřství,562
2015-09-01,OK.3703,Brno-venkov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3704,Břeclav,M,Muž,Nemocenské,712
2015-09-01,OK.3704,Břeclav,F,Žena,Nemocenské,832
2015-09-01,OK.3704,Břeclav,M,Muž,Ošetřovné,35
2015-09-01,OK.3704,Břeclav,F,Žena,Ošetřovné,74
2015-09-01,OK.3704,Břeclav,M,Muž,Peněžitá pomoc v mateřství,1
2015-09-01,OK.3704,Břeclav,F,Žena,Peněžitá pomoc v mateřství,294
2015-09-01,OK.3704,Břeclav,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2015-09-01,OK.3705,Zlín,M,Muž,Nemocenské,1647
2015-09-01,OK.3705,Zlín,F,Žena,Nemocenské,1495
2015-09-01,OK.3705,Zlín,M,Muž,Ošetřovné,171
2015-09-01,OK.3705,Zlín,F,Žena,Ošetřovné,239
2015-09-01,OK.3705,Zlín,M,Muž,Peněžitá pomoc v mateřství,13
2015-09-01,OK.3705,Zlín,F,Žena,Peněžitá pomoc v mateřství,825
2015-09-01,OK.3705,Zlín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2015-09-01,OK.3706,Hodonín,M,Muž,Nemocenské,993
2015-09-01,OK.3706,Hodonín,F,Žena,Nemocenské,1015
2015-09-01,OK.3706,Hodonín,M,Muž,Ošetřovné,34
2015-09-01,OK.3706,Hodonín,F,Žena,Ošetřovné,70
2015-09-01,OK.3706,Hodonín,M,Muž,Peněžitá pomoc v mateřství,2
2015-09-01,OK.3706,Hodonín,F,Žena,Peněžitá pomoc v mateřství,350
2015-09-01,OK.3706,Hodonín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3707,Jihlava,M,Muž,Nemocenské,779
2015-09-01,OK.3707,Jihlava,F,Žena,Nemocenské,794
2015-09-01,OK.3707,Jihlava,M,Muž,Ošetřovné,71
2015-09-01,OK.3707,Jihlava,F,Žena,Ošetřovné,114
2015-09-01,OK.3707,Jihlava,M,Muž,Peněžitá pomoc v mateřství,2
2015-09-01,OK.3707,Jihlava,F,Žena,Peněžitá pomoc v mateřství,478
2015-09-01,OK.3707,Jihlava,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,4
2015-09-01,OK.3708,Kroměříž,M,Muž,Nemocenské,548
2015-09-01,OK.3708,Kroměříž,F,Žena,Nemocenské,704
2015-09-01,OK.3708,Kroměříž,M,Muž,Ošetřovné,41
2015-09-01,OK.3708,Kroměříž,F,Žena,Ošetřovné,100
2015-09-01,OK.3708,Kroměříž,M,Muž,Peněžitá pomoc v mateřství,0
2015-09-01,OK.3708,Kroměříž,F,Žena,Peněžitá pomoc v mateřství,323
2015-09-01,OK.3708,Kroměříž,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3709,Prostějov,M,Muž,Nemocenské,694
2015-09-01,OK.3709,Prostějov,F,Žena,Nemocenské,735
2015-09-01,OK.3709,Prostějov,M,Muž,Ošetřovné,42
2015-09-01,OK.3709,Prostějov,F,Žena,Ošetřovné,120
2015-09-01,OK.3709,Prostějov,M,Muž,Peněžitá pomoc v mateřství,1
2015-09-01,OK.3709,Prostějov,F,Žena,Peněžitá pomoc v mateřství,291
2015-09-01,OK.3709,Prostějov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2015-09-01,OK.3710,Třebíč,M,Muž,Nemocenské,523
2015-09-01,OK.3710,Třebíč,F,Žena,Nemocenské,590
2015-09-01,OK.3710,Třebíč,M,Muž,Ošetřovné,37
2015-09-01,OK.3710,Třebíč,F,Žena,Ošetřovné,63
2015-09-01,OK.3710,Třebíč,M,Muž,Peněžitá pomoc v mateřství,4
2015-09-01,OK.3710,Třebíč,F,Žena,Peněžitá pomoc v mateřství,314
2015-09-01,OK.3710,Třebíč,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3711,Uherské Hradiště,M,Muž,Nemocenské,1118
2015-09-01,OK.3711,Uherské Hradiště,F,Žena,Nemocenské,1229
2015-09-01,OK.3711,Uherské Hradiště,M,Muž,Ošetřovné,74
2015-09-01,OK.3711,Uherské Hradiště,F,Žena,Ošetřovné,151
2015-09-01,OK.3711,Uherské Hradiště,M,Muž,Peněžitá pomoc v mateřství,0
2015-09-01,OK.3711,Uherské Hradiště,F,Žena,Peněžitá pomoc v mateřství,496
2015-09-01,OK.3711,Uherské Hradiště,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3712,Vyškov,M,Muž,Nemocenské,477
2015-09-01,OK.3712,Vyškov,F,Žena,Nemocenské,563
2015-09-01,OK.3712,Vyškov,M,Muž,Ošetřovné,45
2015-09-01,OK.3712,Vyškov,F,Žena,Ošetřovné,73
2015-09-01,OK.3712,Vyškov,M,Muž,Peněžitá pomoc v mateřství,1
2015-09-01,OK.3712,Vyškov,F,Žena,Peněžitá pomoc v mateřství,285
2015-09-01,OK.3712,Vyškov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3713,Znojmo,M,Muž,Nemocenské,407
2015-09-01,OK.3713,Znojmo,F,Žena,Nemocenské,477
2015-09-01,OK.3713,Znojmo,M,Muž,Ošetřovné,23
2015-09-01,OK.3713,Znojmo,F,Žena,Ošetřovné,48
2015-09-01,OK.3713,Znojmo,M,Muž,Peněžitá pomoc v mateřství,4
2015-09-01,OK.3713,Znojmo,F,Žena,Peněžitá pomoc v mateřství,283
2015-09-01,OK.3713,Znojmo,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2015-09-01,OK.3714,Žďár nad Sázavou,M,Muž,Nemocenské,820
2015-09-01,OK.3714,Žďár nad Sázavou,F,Žena,Nemocenské,872
2015-09-01,OK.3714,Žďár nad Sázavou,M,Muž,Ošetřovné,68
2015-09-01,OK.3714,Žďár nad Sázavou,F,Žena,Ošetřovné,107
2015-09-01,OK.3714,Žďár nad Sázavou,M,Muž,Peněžitá pomoc v mateřství,1
2015-09-01,OK.3714,Žďár nad Sázavou,F,Žena,Peněžitá pomoc v mateřství,341
2015-09-01,OK.3714,Žďár nad Sázavou,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3801,Bruntál,M,Muž,Peněžitá pomoc v mateřství,5
2015-09-01,OK.3801,Bruntál,F,Žena,Peněžitá pomoc v mateřství,216
2015-09-01,OK.3801,Bruntál,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2015-09-01,OK.3801,Bruntál,M,Muž,Nemocenské,520
2015-09-01,OK.3801,Bruntál,F,Žena,Nemocenské,509
2015-09-01,OK.3801,Bruntál,M,Muž,Ošetřovné,45
2015-09-01,OK.3801,Bruntál,F,Žena,Ošetřovné,76
2015-09-01,OK.3802,Frýdek-Místek,M,Muž,Nemocenské,1810
2015-09-01,OK.3802,Frýdek-Místek,F,Žena,Nemocenské,1349
2015-09-01,OK.3802,Frýdek-Místek,M,Muž,Ošetřovné,150
2015-09-01,OK.3802,Frýdek-Místek,F,Žena,Ošetřovné,161
2015-09-01,OK.3802,Frýdek-Místek,M,Muž,Peněžitá pomoc v mateřství,5
2015-09-01,OK.3802,Frýdek-Místek,F,Žena,Peněžitá pomoc v mateřství,642
2015-09-01,OK.3802,Frýdek-Místek,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2015-09-01,OK.3803,Karviná,M,Muž,Nemocenské,1640
2015-09-01,OK.3803,Karviná,F,Žena,Nemocenské,1189
2015-09-01,OK.3803,Karviná,M,Muž,Ošetřovné,171
2015-09-01,OK.3803,Karviná,F,Žena,Ošetřovné,214
2015-09-01,OK.3803,Karviná,M,Muž,Peněžitá pomoc v mateřství,3
2015-09-01,OK.3803,Karviná,F,Žena,Peněžitá pomoc v mateřství,443
2015-09-01,OK.3803,Karviná,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2015-09-01,OK.3804,Nový Jičín,M,Muž,Nemocenské,1166
2015-09-01,OK.3804,Nový Jičín,F,Žena,Nemocenské,1498
2015-09-01,OK.3804,Nový Jičín,M,Muž,Ošetřovné,128
2015-09-01,OK.3804,Nový Jičín,F,Žena,Ošetřovné,232
2015-09-01,OK.3804,Nový Jičín,M,Muž,Peněžitá pomoc v mateřství,1
2015-09-01,OK.3804,Nový Jičín,F,Žena,Peněžitá pomoc v mateřství,706
2015-09-01,OK.3804,Nový Jičín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,22
2015-09-01,OK.3805,Olomouc,M,Muž,Nemocenské,1953
2015-09-01,OK.3805,Olomouc,F,Žena,Nemocenské,1898
2015-09-01,OK.3805,Olomouc,M,Muž,Ošetřovné,142
2015-09-01,OK.3805,Olomouc,F,Žena,Ošetřovné,269
2015-09-01,OK.3805,Olomouc,M,Muž,Peněžitá pomoc v mateřství,5
2015-09-01,OK.3805,Olomouc,F,Žena,Peněžitá pomoc v mateřství,997
2015-09-01,OK.3805,Olomouc,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,3
2015-09-01,OK.3806,Opava,M,Muž,Nemocenské,898
2015-09-01,OK.3806,Opava,F,Žena,Nemocenské,1083
2015-09-01,OK.3806,Opava,M,Muž,Ošetřovné,58
2015-09-01,OK.3806,Opava,F,Žena,Ošetřovné,114
2015-09-01,OK.3806,Opava,M,Muž,Peněžitá pomoc v mateřství,4
2015-09-01,OK.3806,Opava,F,Žena,Peněžitá pomoc v mateřství,501
2015-09-01,OK.3806,Opava,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,3
2015-09-01,OK.3807,Ostrava-město,M,Muž,Nemocenské,3641
2015-09-01,OK.3807,Ostrava-město,F,Žena,Nemocenské,3539
2015-09-01,OK.3807,Ostrava-město,M,Muž,Ošetřovné,293
2015-09-01,OK.3807,Ostrava-město,F,Žena,Ošetřovné,483
2015-09-01,OK.3807,Ostrava-město,M,Muž,Peněžitá pomoc v mateřství,7
2015-09-01,OK.3807,Ostrava-město,F,Žena,Peněžitá pomoc v mateřství,1641
2015-09-01,OK.3807,Ostrava-město,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,16
2015-09-01,OK.3808,Přerov,M,Muž,Peněžitá pomoc v mateřství,3
2015-09-01,OK.3808,Přerov,F,Žena,Peněžitá pomoc v mateřství,329
2015-09-01,OK.3808,Přerov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-09-01,OK.3808,Přerov,M,Muž,Nemocenské,800
2015-09-01,OK.3808,Přerov,F,Žena,Nemocenské,720
2015-09-01,OK.3808,Přerov,M,Muž,Ošetřovné,52
2015-09-01,OK.3808,Přerov,F,Žena,Ošetřovné,111
2015-09-01,OK.3809,Šumperk,M,Muž,Nemocenské,730
2015-09-01,OK.3809,Šumperk,F,Žena,Nemocenské,838
2015-09-01,OK.3809,Šumperk,M,Muž,Ošetřovné,63
2015-09-01,OK.3809,Šumperk,F,Žena,Ošetřovné,96
2015-09-01,OK.3809,Šumperk,M,Muž,Peněžitá pomoc v mateřství,6
2015-09-01,OK.3809,Šumperk,F,Žena,Peněžitá pomoc v mateřství,324
2015-09-01,OK.3809,Šumperk,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2015-09-01,OK.3810,Vsetín,M,Muž,Nemocenské,1100
2015-09-01,OK.3810,Vsetín,F,Žena,Nemocenské,1196
2015-09-01,OK.3810,Vsetín,M,Muž,Ošetřovné,83
2015-09-01,OK.3810,Vsetín,F,Žena,Ošetřovné,157
2015-09-01,OK.3810,Vsetín,M,Muž,Peněžitá pomoc v mateřství,0
2015-09-01,OK.3810,Vsetín,F,Žena,Peněžitá pomoc v mateřství,505
2015-09-01,OK.3810,Vsetín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,5
2015-09-01,OK.3811,Jeseník,M,Muž,Nemocenské,175
2015-09-01,OK.3811,Jeseník,F,Žena,Nemocenské,196
2015-09-01,OK.3811,Jeseník,M,Muž,Ošetřovné,9
2015-09-01,OK.3811,Jeseník,F,Žena,Ošetřovné,34
2015-09-01,OK.3811,Jeseník,M,Muž,Peněžitá pomoc v mateřství,1
2015-09-01,OK.3811,Jeseník,F,Žena,Peněžitá pomoc v mateřství,87
2015-09-01,OK.3811,Jeseník,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-10-01,OK.3100,Hlavní město Praha,M,Muž,Nemocenské,10828
2015-10-01,OK.3100,Hlavní město Praha,F,Žena,Nemocenské,16651
2015-10-01,OK.3100,Hlavní město Praha,M,Muž,Ošetřovné,1083
2015-10-01,OK.3100,Hlavní město Praha,F,Žena,Ošetřovné,4506
2015-10-01,OK.3100,Hlavní město Praha,M,Muž,Peněžitá pomoc v mateřství,115
2015-10-01,OK.3100,Hlavní město Praha,F,Žena,Peněžitá pomoc v mateřství,14442
2015-10-01,OK.3100,Hlavní město Praha,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,25
2015-10-01,OK.3201,Benešov,M,Muž,Nemocenské,492
2015-10-01,OK.3201,Benešov,F,Žena,Nemocenské,625
2015-10-01,OK.3201,Benešov,M,Muž,Ošetřovné,44
2015-10-01,OK.3201,Benešov,F,Žena,Ošetřovné,115
2015-10-01,OK.3201,Benešov,M,Muž,Peněžitá pomoc v mateřství,2
2015-10-01,OK.3201,Benešov,F,Žena,Peněžitá pomoc v mateřství,242
2015-10-01,OK.3201,Benešov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-10-01,OK.3202,Beroun,M,Muž,Nemocenské,563
2015-10-01,OK.3202,Beroun,F,Žena,Nemocenské,663
2015-10-01,OK.3202,Beroun,M,Muž,Ošetřovné,46
2015-10-01,OK.3202,Beroun,F,Žena,Ošetřovné,141
2015-10-01,OK.3202,Beroun,M,Muž,Peněžitá pomoc v mateřství,1
2015-10-01,OK.3202,Beroun,F,Žena,Peněžitá pomoc v mateřství,270
2015-10-01,OK.3202,Beroun,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-10-01,OK.3203,Kladno,M,Muž,Nemocenské,792
2015-10-01,OK.3203,Kladno,F,Žena,Nemocenské,1046
2015-10-01,OK.3203,Kladno,M,Muž,Ošetřovné,53
2015-10-01,OK.3203,Kladno,F,Žena,Ošetřovné,292
2015-10-01,OK.3203,Kladno,M,Muž,Peněžitá pomoc v mateřství,5
2015-10-01,OK.3203,Kladno,F,Žena,Peněžitá pomoc v mateřství,671
2015-10-01,OK.3203,Kladno,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2015-10-01,OK.3204,Kolín,M,Muž,Nemocenské,490
2015-10-01,OK.3204,Kolín,F,Žena,Nemocenské,463
2015-10-01,OK.3204,Kolín,M,Muž,Ošetřovné,84
2015-10-01,OK.3204,Kolín,F,Žena,Ošetřovné,123
2015-10-01,OK.3204,Kolín,M,Muž,Peněžitá pomoc v mateřství,2
2015-10-01,OK.3204,Kolín,F,Žena,Peněžitá pomoc v mateřství,276
2015-10-01,OK.3204,Kolín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-10-01,OK.3205,Kutná Hora,M,Muž,Nemocenské,392
2015-10-01,OK.3205,Kutná Hora,F,Žena,Nemocenské,340
2015-10-01,OK.3205,Kutná Hora,M,Muž,Ošetřovné,16
2015-10-01,OK.3205,Kutná Hora,F,Žena,Ošetřovné,71
2015-10-01,OK.3205,Kutná Hora,M,Muž,Peněžitá pomoc v mateřství,0
2015-10-01,OK.3205,Kutná Hora,F,Žena,Peněžitá pomoc v mateřství,143
2015-10-01,OK.3205,Kutná Hora,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2015-10-01,OK.3206,Mělník,M,Muž,Nemocenské,384
2015-10-01,OK.3206,Mělník,F,Žena,Nemocenské,342
